ResultIdentifier,ActivityIdentifier,DataLoggerLineName,SampleDateTime,DetectionConditionName,CharacteristicName,SampleFractionTypeName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,StatisticalBaseCode,ResultValueTypeName,WeightBasisName,TimeBasisName,TempBasisName,ParticleSizeBasisText,ResultCommentText,BiologicalIntentName,BiologicalIndividualIdentifier,TaxonName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GrpSumCntWeightMeasureValue,GrpSumCntWeightMeasureUnitCode,AnalyticalMethodIdentifier,AnalyticalMethodContext,LaboratoryName,DetectQuantLimitTypeName,DetectQuantLimitMeasureValue,DetectQuantLimitMeasUnitCode,LastChangeDate,MethodSpeciationCode,OrganizationIdentifier,DepthHeightMeasureValue,DepthHeightMeasureUnitCode,FrequencyClassDescriptorCode,FrequencyClassDescrUnitCode,FrequencyClassLowerBoundValue,FrequencyClassUpperBoundValue,FunctionalFeedingGroupName,ResultMeasureQualifierCode,SamplingPointName,TaxonCellFormCode,TaxonCellShapeCode,TaxonHabitCode,TaxonPollutionTolerance,TaxonPollutionToleranceScale,TaxonVoltinismCode,TrophicLevelName,SubmitData
1065114,BRADEN-2014-11-19-F,NULL,NULL,NULL,"Temperature, water",NULL,7.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065118,BRADEN-2014-12-22-F,NULL,NULL,NULL,"Temperature, water",NULL,8.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065122,BRADEN-2015-01-21-F,NULL,NULL,NULL,"Temperature, water",NULL,7.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065126,BRADEN-2015-03-02-F,NULL,NULL,NULL,"Temperature, water",NULL,7.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065130,BRADEN-2015-03-20-F,NULL,NULL,NULL,"Temperature, water",NULL,9.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065134,BRADEN-2015-04-17-F,NULL,NULL,NULL,"Temperature, water",NULL,10,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065138,BRADEN-2015-05-22-F,NULL,NULL,NULL,"Temperature, water",NULL,11.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065142,BRADEN-2015-06-26-F,NULL,NULL,NULL,"Temperature, water",NULL,13,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065146,BRADEN-2015-07-22-F,NULL,NULL,Not Reported,"Temperature, water",NULL,NULL,NULL,Final,NULL,Actual,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59:13.8,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065150,BRADEN-2015-08-21-F,NULL,NULL,Not Reported,"Temperature, water",NULL,NULL,NULL,Final,NULL,Actual,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59:13.8,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065154,BRADEN-2015-09-28-F,NULL,NULL,NULL,"Temperature, water",NULL,11.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065158,BRADEN-2015-10-23-F,NULL,NULL,NULL,"Temperature, water",NULL,10.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065162,BRADEN-2015-11-24-F,NULL,NULL,NULL,"Temperature, water",NULL,6.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065166,BRADEN-2015-12-16-F,NULL,NULL,NULL,"Temperature, water",NULL,7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065170,BRADEN-2016-01-26-F,NULL,NULL,NULL,"Temperature, water",NULL,9.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065174,BRADEN-2016-02-23-F,NULL,NULL,NULL,"Temperature, water",NULL,7.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065178,BRADEN-2016-03-22-F,NULL,NULL,NULL,"Temperature, water",NULL,9.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065182,BRADEN-2016-04-29-F,NULL,NULL,NULL,"Temperature, water",NULL,10.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065186,BRADEN-2016-05-27-F,NULL,NULL,NULL,"Temperature, water",NULL,11.2,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065190,BRADEN-2016-06-27-F,NULL,NULL,NULL,"Temperature, water",NULL,14.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065194,BRADEN-2016-07-28-F,NULL,NULL,NULL,"Temperature, water",NULL,15,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065198,BRADEN-2016-08-24-F,NULL,NULL,Not Reported,"Temperature, water",NULL,NULL,NULL,Final,NULL,Actual,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59:13.9,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065202,BRADEN-2016-09-22-F,NULL,NULL,NULL,"Temperature, water",NULL,12.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065206,BRADEN-2017-03-30-F,NULL,NULL,NULL,"Temperature, water",NULL,8.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065210,BRADEN-2017-04-27-F,NULL,NULL,NULL,"Temperature, water",NULL,8.2,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065214,BRADEN-2017-05-24-F,NULL,NULL,NULL,"Temperature, water",NULL,10.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065218,BRADEN-2017-07-25-F,NULL,NULL,NULL,"Temperature, water",NULL,13.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065222,BRADEN-2017-08-31-F,NULL,NULL,NULL,"Temperature, water",NULL,12.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065226,BRADEN-2017-09-28-F,NULL,NULL,Not Reported,"Temperature, water",NULL,NULL,NULL,Final,NULL,Actual,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59:13.9,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065230,BRADEN-2017-10-26-F,NULL,NULL,NULL,"Temperature, water",NULL,9.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065234,BRADEN-2017-11-29-F,NULL,NULL,NULL,"Temperature, water",NULL,5.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065238,BRADEN-2018-01-25-F,NULL,NULL,NULL,"Temperature, water",NULL,3.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065242,BRADEN-2018-02-15-F,NULL,NULL,NULL,"Temperature, water",NULL,5.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065246,BRADEN-2018-03-28-F,NULL,NULL,NULL,"Temperature, water",NULL,4.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065250,BRADEN-2018-04-24-F,NULL,NULL,NULL,"Temperature, water",NULL,8.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065254,BRADEN-2018-05-29-F,NULL,NULL,NULL,"Temperature, water",NULL,10.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065258,BRADEN-2018-06-17-F,NULL,NULL,NULL,"Temperature, water",NULL,12.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065262,BRADEN-2018-07-24-F,NULL,NULL,NULL,"Temperature, water",NULL,11.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065266,BRADEN-2018-08-22-F,NULL,NULL,NULL,"Temperature, water",NULL,11.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065270,BRADEN-2018-10-26-F,NULL,NULL,NULL,"Temperature, water",NULL,11.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065274,BRADEN-2018-11-30-F,NULL,NULL,NULL,"Temperature, water",NULL,8.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065278,BRADEN-2019-01-31-F,NULL,NULL,NULL,"Temperature, water",NULL,6.6,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065282,BRADEN-2019-02-27-F,NULL,NULL,NULL,"Temperature, water",NULL,3.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065286,BRADEN-2019-03-28-F,NULL,NULL,NULL,"Temperature, water",NULL,6.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065290,BRADEN-2019-04-23-F,NULL,NULL,NULL,"Temperature, water",NULL,9.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065294,BRADEN-2019-05-23-F,NULL,NULL,NULL,"Temperature, water",NULL,12.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065298,BRADEN-2019-06-28-F,NULL,NULL,NULL,"Temperature, water",NULL,13,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065302,BRADEN-2019-07-30-F,NULL,NULL,NULL,"Temperature, water",NULL,13.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065306,BRADEN-2019-08-16-F,NULL,NULL,NULL,"Temperature, water",NULL,14.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065310,BRADEN-2019-09-24-F,NULL,NULL,NULL,"Temperature, water",NULL,13.7,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065314,BRADEN-2019-10-28-F,NULL,NULL,NULL,"Temperature, water",NULL,7.8,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065318,BRADEN-2019-11-22-F,NULL,NULL,NULL,"Temperature, water",NULL,6.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065322,BRADEN-2019-12-18-F,NULL,NULL,NULL,"Temperature, water",NULL,7.4,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065326,BRADEN-2020-01-31-F,NULL,NULL,NULL,"Temperature, water",NULL,8.5,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065330,BRADEN-2020-02-27-F,NULL,NULL,NULL,"Temperature, water",NULL,6.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065334,CANYONCREEK-2006-12-19-F,NULL,NULL,NULL,"Temperature, water",NULL,7.1,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065338,CANYONCREEK-2009-01-20-F,NULL,NULL,Not Reported,"Temperature, water",NULL,NULL,NULL,Final,NULL,Actual,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59:14.1,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065342,CHALAAT-2006-08-24-F,NULL,NULL,NULL,"Temperature, water",NULL,16.9,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
1065346,CHALAAT-2006-09-26-F,NULL,NULL,NULL,"Temperature, water",NULL,12.3,deg C,Final,Mean,Calculated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35:23.2,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
